FIT Profiler Report
Profile stats for: [LightningModule]PointTransformerLightningModule.configure_callbacks
         7 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.002    0.000 _logger.py:2076(info)
        8    0.000    0.000    0.002    0.000 _logger.py:1931(_log)
    15240    0.002    0.000    0.002    0.000 {method 'values' of 'dict' objects}
     5040    0.002    0.000    0.002    0.000 {built-in method numpy._core._multiarray_umath.dragon4_positional}
    15232    0.002    0.000    0.002    0.000 {method 'data_ptr' of 'torch._C.StorageBase' objects}
    15232    0.002    0.000    0.002    0.000 serialization.py:1673(_get_restore_location)
     2520    0.001    0.000    0.002    0.000 arrayprint.py:787(_extendLine)
        2    0.002    0.001    0.002    0.001 zip.py:38(<listcomp>)
    15232    0.001    0.000    0.001    0.000 serialization.py:460(_cpu_deserialize)
    15232    0.001    0.000    0.001    0.000 _python_dispatch.py:187(<listcomp>)
    15232    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
    15232    0.001    0.000    0.001    0.000 serialization.py:1707(dtype)
    15232    0.001    0.000    0.001    0.000 {method 'clear' of 'list' objects}
      840    0.001    0.000    0.001    0.000 _ufunc_config.py:440(__enter__)
     5040    0.001    0.000    0.001    0.000 pathlib.py:239(splitroot)
        8    0.000    0.000    0.001    0.000 _handler.py:127(emit)
    15232    0.001    0.000    0.001    0.000 serialization.py:634(__exit__)
    22848    0.001    0.000    0.001    0.000 {built-in method _stat.S_ISREG}
        8    0.000    0.000    0.001    0.000 _simple_sinks.py:15(write)
        8    0.000    0.000    0.001    0.000 redirect.py:644(write)
    13727    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
     7616    0.001    0.000    0.001    0.000 zip.py:48(<lambda>)
        8    0.000    0.000    0.001    0.000 wandb_run.py:2380(<lambda>)
     7000    0.001    0.000    0.001    0.000 {built-in method sys.intern}
        8    0.000    0.000    0.001    0.000 wandb_run.py:400(wrapper_fn)
        8    0.000    0.000    0.001    0.000 wandb_run.py:1526(_console_raw_callback)
      840    0.001    0.000    0.001    0.000 {built-in method builtins.locals}
     1680    0.001    0.000    0.001    0.000 fromnumeric.py:70(<dictcomp>)
      840    0.001    0.000    0.001    0.000 arrayprint.py:59(<dictcomp>)
        8    0.000    0.000    0.001    0.000 interface.py:707(publish_output_raw)
     3360    0.000    0.000    0.001    0.000 arrayprint.py:1046(<genexpr>)
      280    0.000    0.000    0.001    0.000 inspect.py:2875(apply_defaults)
     4200    0.001    0.000    0.001    0.000 pathlib.py:94(join_parsed_parts)
     3360    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      840    0.000    0.000    0.000    0.000 _ufunc_config.py:456(__exit__)
     3360    0.000    0.000    0.000    0.000 arrayprint.py:1047(<genexpr>)
        8    0.000    0.000    0.000    0.000 interface_shared.py:76(_publish_output_raw)
      840    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        8    0.000    0.000    0.000    0.000 interface_sock.py:49(_publish)
      280    0.000    0.000    0.000    0.000 <@beartype(datasets.chunk.occupancy_revised.Dataset.get_chunk_dir) at 0x74d8b4ab0c20>:1(get_chunk_dir)
        8    0.000    0.000    0.000    0.000 sock_client.py:219(send_record_publish)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__import__}
        8    0.000    0.000    0.000    0.000 sock_client.py:153(send_server_request)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1165(_find_and_load)
        8    0.000    0.000    0.000    0.000 sock_client.py:145(_send_message)
     2520    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
     5059    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      840    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
     5040    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1120(_find_and_load_unlocked)
      840    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__init__)
      840    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
     1697    0.000    0.000    0.000    0.000 {built-in method builtins.next}
     2526    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      280    0.000    0.000    0.000    0.000 <@beartype(datasets.chunk.occupancy_revised.Dataset.get_chunk_dir) at 0x74d8b4ab0cc0>:1(get_chunk_dir)
     3360    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      280    0.000    0.000    0.000    0.000 _storage.py:59(push_shape_memo)
        8    0.000    0.000    0.000    0.000 sock_client.py:121(_sendall_with_error_handle)
        8    0.000    0.000    0.000    0.000 _datetime.py:143(aware_now)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:666(_load_unlocked)
        8    0.000    0.000    0.000    0.000 {method 'send' of '_socket.socket' objects}
     1688    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
      280    0.000    0.000    0.000    0.000 _storage.py:70(pop_shape_memo)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:934(exec_module)
     1128    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      840    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      840    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      854    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'format_map' of 'str' objects}
        8    0.000    0.000    0.000    0.000 well_known_types.py:176(GetCurrentTime)
      840    0.000    0.000    0.000    0.000 arrayprint.py:952(_none_or_positive_arg)
      840    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      840    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
      840    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        4    0.000    0.000    0.000    0.000 base.py:106(__len__)
        8    0.000    0.000    0.000    0.000 well_known_types.py:261(FromDatetime)
        8    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      850    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
     1120    0.000    0.000    0.000    0.000 inspect.py:2734(kind)
        4    0.000    0.000    0.000    0.000 base.py:111(<listcomp>)
      840    0.000    0.000    0.000    0.000 fromnumeric.py:3047(_max_dispatcher)
      840    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1054(_find_spec)
     1120    0.000    0.000    0.000    0.000 inspect.py:2722(name)
      840    0.000    0.000    0.000    0.000 fromnumeric.py:3185(_min_dispatcher)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
      138    0.000    0.000    0.000    0.000 pathlib.py:38(_ignore_error)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.exec}
        1    0.000    0.000    0.000    0.000 latin_1.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1007(get_code)
      560    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      560    0.000    0.000    0.000    0.000 inspect.py:3015(parameters)
        8    0.000    0.000    0.000    0.000 _datetime.py:139(__format__)
      280    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        8    0.000    0.000    0.000    0.000 enum_type_wrapper.py:94(__getattr__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1499(find_spec)
        8    0.000    0.000    0.000    0.000 _datetime.py:27(_default_datetime_formatter)
      280    0.000    0.000    0.000    0.000 inspect.py:2814(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1467(_get_spec)
        8    0.000    0.000    0.000    0.000 <frozen posixpath>:140(basename)
        8    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        8    0.000    0.000    0.000    0.000 {built-in method time.localtime}
      280    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        8    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1607(find_spec)
       16    0.000    0.000    0.000    0.000 _handler.py:110(_protected_lock)
      281    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       12    0.000    0.000    0.000    0.000 zip.py:10(fullname)
        4    0.000    0.000    0.000    0.000 _contextlib.py:146(clone)
        4    0.000    0.000    0.000    0.000 grad_mode.py:80(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:566(module_from_spec)
        9    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        8    0.000    0.000    0.000    0.000 grad_mode.py:184(__init__)
      280    0.000    0.000    0.000    0.000 inspect.py:3019(return_annotation)
        8    0.000    0.000    0.000    0.000 <frozen posixpath>:117(splitext)
        8    0.000    0.000    0.000    0.000 {built-in method now}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
        8    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        8    0.000    0.000    0.000    0.000 {method 'utctimetuple' of 'datetime.datetime' objects}
        4    0.000    0.000    0.000    0.000 grad_mode.py:84(__exit__)
        8    0.000    0.000    0.000    0.000 process.py:234(ident)
        8    0.000    0.000    0.000    0.000 calendar.py:653(timegm)
      280    0.000    0.000    0.000    0.000 <string>:1(get_chunk_dir)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1127(get_data)
        8    0.000    0.000    0.000    0.000 {method 'ByteSize' of 'google._upb._message.Message' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:727(_compile_bytecode)
        8    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        8    0.000    0.000    0.000    0.000 {built-in method torch._C._set_grad_enabled}
        8    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.time' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:392(cached)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:169(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
        8    0.000    0.000    0.000    0.000 interface_sock.py:45(_assign)
        8    0.000    0.000    0.000    0.000 _recattrs.py:16(__format__)
        2    0.000    0.000    0.000    0.000 zip.py:35(<listcomp>)
        8    0.000    0.000    0.000    0.000 <frozen genericpath>:121(_splitext)
       16    0.000    0.000    0.000    0.000 {method 'CopyFrom' of 'google._upb._message.Message' objects}
        4    0.000    0.000    0.000    0.000 grad_mode.py:75(__init__)
        8    0.000    0.000    0.000    0.000 threading.py:1453(current_thread)
        8    0.000    0.000    0.000    0.000 {built-in method combine}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1602(_get_spec)
        8    0.000    0.000    0.000    0.000 {method '__format__' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method io.open_code}
        1    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
        8    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
       16    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       26    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
       12    0.000    0.000    0.000    0.000 {built-in method torch.is_grad_enabled}
        8    0.000    0.000    0.000    0.000 _recattrs.py:8(__init__)
        8    0.000    0.000    0.000    0.000 well_known_types.py:307(_CheckTimestampValid)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        8    0.000    0.000    0.000    0.000 threading.py:1168(ident)
        1    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        4    0.000    0.000    0.000    0.000 _contextlib.py:154(__new__)
        8    0.000    0.000    0.000    0.000 process.py:37(current_process)
        8    0.000    0.000    0.000    0.000 _recattrs.py:23(__init__)
        8    0.000    0.000    0.000    0.000 {method 'timestamp' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        8    0.000    0.000    0.000    0.000 {method 'SerializeToString' of 'google._upb._message.Message' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:778(spec_from_file_location)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        1    0.000    0.000    0.000    0.000 latin_1.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        1    0.000    0.000    0.000    0.000 <frozen os>:1081(__subclasshook__)
        8    0.000    0.000    0.000    0.000 _recattrs.py:51(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
        8    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        1    0.000    0.000    0.000    0.000 import_hooks.py:233(find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
        8    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        8    0.000    0.000    0.000    0.000 process.py:99(_check_closed)
        8    0.000    0.000    0.000    0.000 {method 'time' of 'datetime.datetime' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
       18    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        8    0.000    0.000    0.000    0.000 {built-in method utcnow}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        8    0.000    0.000    0.000    0.000 process.py:189(name)
        8    0.000    0.000    0.000    0.000 _recattrs.py:37(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:920(find_spec)
        8    0.000    0.000    0.000    0.000 threading.py:1152(name)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
        8    0.000    0.000    0.000    0.000 {method 'date' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1030(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1026(__enter__)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
        1    0.000    0.000    0.000    0.000 __init__.py:101(find_spec)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        8    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:599(_check_name_wrapper)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
        6    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        4    0.000    0.000    0.000    0.000 _jit_internal.py:103(is_scripting)
